"EmployeeKey","ParentEmployeeKey","EmployeeNationalIDAlternateKey","ParentEmployeeNationalIDAlternateKey","FirstName","LastName","MiddleName","NameStyle","Title","HireDate","BirthDate","LoginID","EmailAddress","Phone","MaritalStatus","EmergencyContactName","EmergencyContactPhone","SalariedFlag","Gender","PayFrequency","BaseRate","VacationHours","SickLeaveHours","CurrentFlag","SalesPersonFlag","DepartmentName","EmployeePhoto","Position"
"93","214","19312190","634335025","Lorraine","Nay","O","False","Production Technician - WC40","04/08/2008 00:00:00","26/06/1988 00:00:00","AW\lorraine-nay","lorraine-nay@adventureworks.com","845-555-0184","M","Lorraine Nay","845-555-0184","False","F","1","15,0000","49","44","True","False","Production","System.Byte[]",""
"94","147","212801092","319472946","Fadi","Fakhouri","K","False","Production Technician - WC20","04/08/2008 00:00:00","15/09/1988 00:00:00","AW\fadi-fakhouri","fadi-fakhouri@adventureworks.com","935-555-0116","S","Fadi Fakhouri","935-555-0116","False","M","1","14,0000","16","28","True","False","Production","System.Byte[]",""
"95","53","769680433","370989364","Ryan","Cornelsen","L","False","Production Technician - WC40","05/08/2008 00:00:00","12/01/1972 00:00:00","AW\ryan-cornelsen","ryan-cornelsen@adventureworks.com","208-555-0114","M","Ryan Cornelsen","208-555-0114","False","M","1","15,0000","59","49","True","False","Production","System.Byte[]",""
"96","142","60517918","30845","Candy","Spoon","L","False","Accounts Receivable Specialist","06/08/2008 00:00:00","23/09/1975 00:00:00","AW\candy-spoon","candy-spoon@adventureworks.com","920-555-0177","S","Candy Spoon","920-555-0177","False","F","2","19,0000","61","50","True","False","Finance","System.Byte[]",""
"97","76","431859843","778552911","Nuan","Yu","","False","Production Technician - WC50","06/08/2008 00:00:00","27/10/1978 00:00:00","AW\nuan-yu","nuan-yu@adventureworks.com","913-555-0184","S","Nuan Yu","913-555-0184","False","M","1","11,0000","2","21","True","False","Production","System.Byte[]",""
"98","46","621209647","685233686","William","Vong","S","False","Scheduling Assistant","07/08/2008 00:00:00","06/06/1981 00:00:00","AW\william-vong","william-vong@adventureworks.com","148-555-0145","M","William Vong","148-555-0145","False","M","2","16,0000","45","42","True","False","Production Control","System.Byte[]",""
"99","46","621209647","685233686","William","Vong","S","False","Scheduling Assistant","07/08/2008 00:00:00","06/06/1981 00:00:00","AW\william-vong","william-vong@adventureworks.com","148-555-0145","M","William Vong","148-555-0145","False","M","2","16,0000","45","42","True","False","Production Control","System.Byte[]",""
"100","177","420023788","578935259","Bjorn","Rettig","M","False","Production Technician - WC30","07/08/2008 00:00:00","06/06/1989 00:00:00","AW\bjorn-rettig","bjorn-rettig@adventureworks.com","199-555-0117","S","Bjorn Rettig","199-555-0117","False","M","1","9,5000","43","41","True","False","Production","System.Byte[]",""
"101","201","199546871","332349500","Scott","Gode","R","False","Production Technician - WC45","08/08/2008 00:00:00","10/09/1986 00:00:00","AW\scott-gode","scott-gode@adventureworks.com","391-555-0138","M","Scott Gode","391-555-0138","False","M","1","10,0000","86","63","True","False","Production","System.Byte[]",""
"102","89","830150469","750905084","Michael","Rothkugel","L","False","Production Technician - WC40","10/08/2008 00:00:00","04/08/1990 00:00:00","AW\michael-rothkugel","michael-rothkugel@adventureworks.com","454-555-0119","S","Michael Rothkugel","454-555-0119","False","M","1","15,0000","70","55","True","False","Production","System.Byte[]",""
"103","147","322160340","319472946","Lane","Sacksteder","M","False","Production Technician - WC20","11/08/2008 00:00:00","23/04/1974 00:00:00","AW\lane-sacksteder","lane-sacksteder@adventureworks.com","200-555-0117","M","Lane Sacksteder","200-555-0117","False","M","1","14,0000","11","25","True","False","Production","System.Byte[]",""
"104","16","827686041","233069302","Pete","Male","C","False","Production Technician - WC50","11/08/2008 00:00:00","03/09/1976 00:00:00","AW\pete-male","pete-male@adventureworks.com","768-555-0123","S","Pete Male","768-555-0123","False","M","1","11,0000","13","26","True","False","Production","System.Byte[]",""
"105","44","671089628","441044382","Dan","Bacon","K","False","Application Specialist","11/08/2008 00:00:00","24/01/1981 00:00:00","AW\dan-bacon","dan-bacon@adventureworks.com","166-555-0159","M","Dan Bacon","166-555-0159","True","M","2","27,4038","72","56","True","False","Information Services","System.Byte[]",""
"106","143","231203233","184188301","David","Barber","M","False","Assistant to the Chief Financial Officer","12/08/2008 00:00:00","20/01/1964 00:00:00","SQLSERVER2017\LabUser","david-barber@adventureworks.com","477-555-0132","S","David Barber","477-555-0132","False","M","2","13,4615","56","48","True","False","Finance","System.Byte[]",""
"107","76","204035155","778552911","Lolan","Song","B","False","Production Technician - WC50","12/08/2008 00:00:00","24/08/1972 00:00:00","AW\lolan-song","lolan-song@adventureworks.com","582-555-0178","M","Lolan Song","582-555-0178","False","M","1","11,0000","7","23","True","False","Production","System.Byte[]",""
"108","214","992874797","634335025","Paula","Nartker","R","False","Production Technician - WC40","12/08/2008 00:00:00","10/09/1986 00:00:00","AW\paula-nartker","paula-nartker@adventureworks.com","476-555-0119","M","Paula Nartker","476-555-0119","False","F","1","15,0000","54","47","True","False","Production","System.Byte[]",""
"109","7","767955365","24756624","Mary","Gibson","E","False","Marketing Specialist","12/08/2008 00:00:00","13/04/1962 00:00:00","AW\mary-gibson","mary-gibson@adventureworks.com","531-555-0183","M","Mary Gibson","531-555-0183","False","F","2","14,4231","46","43","True","False","Marketing","System.Byte[]",""
"110","40","342607223","630184120","Mindaugas","Krapauskas","J","False","Production Technician - WC50","13/08/2008 00:00:00","05/12/1977 00:00:00","AW\mindaugas-krapauskas","mindaugas-krapauskas@adventureworks.com","637-555-0120","M","Mindaugas Krapauskas","637-555-0120","False","M","1","11,0000","97","68","True","False","Production","System.Byte[]",""
"111","23","45615666","277173473","Eric","Gubbels","","False","Production Supervisor - WC20","14/08/2008 00:00:00","19/08/1984 00:00:00","AW\eric-gubbels","eric-gubbels@adventureworks.com","260-555-0119","M","Eric Gubbels","260-555-0119","False","M","2","25,0000","40","40","True","False","Production","System.Byte[]",""
"112","","295847284","","Ken","Sánchez","J","False","Chief Executive Officer","14/08/2008 00:00:00","29/08/1968 00:00:00","AW\ken-sanchez","ken-sanchez@adventureworks.com","697-555-0142","S","Ken Sánchez","697-555-0142","True","M","2","125,5000","99","69","True","False","Executive","System.Byte[]",""
"113","138","733022683","386315192","Jason","Watters","M","False","Production Technician - WC30","14/08/2008 00:00:00","07/07/1988 00:00:00","AW\jason-watters","jason-watters@adventureworks.com","571-555-0179","S","Jason Watters","571-555-0179","False","M","1","9,5000","38","39","True","False","Production","System.Byte[]",""
"114","43","381772114","885055826","Mark","Harrington","L","False","Quality Assurance Technician","15/08/2008 00:00:00","28/11/1985 00:00:00","AW\mark-harrington","mark-harrington@adventureworks.com","147-555-0179","S","Mark Harrington","147-555-0179","False","M","2","10,5769","83","61","True","False","Quality Assurance","System.Byte[]",""
"115","163","187369436","551834634","Janeth","Esteves","M","False","Production Technician - WC45","15/08/2008 00:00:00","22/02/1972 00:00:00","AW\janeth-esteves","janeth-esteves@adventureworks.com","540-555-0191","S","Janeth Esteves","540-555-0191","False","F","1","10,0000","81","60","True","False","Production","System.Byte[]",""
"116","188","364818297","60114406","Marc","Ingle","J","False","Production Technician - WC30","16/08/2008 00:00:00","24/05/1986 00:00:00","AW\marc-ingle","marc-ingle@adventureworks.com","234-555-0169","M","Marc Ingle","234-555-0169","False","M","1","9,5000","22","31","True","False","Production","System.Byte[]",""
"117","162","658797903","134969118","Gigi","Matthew","N","False","Research and Development Engineer","16/08/2008 00:00:00","21/08/1978 00:00:00","AW\gigi-matthew","gigi-matthew@adventureworks.com","185-555-0186","M","Gigi Matthew","185-555-0186","True","F","2","40,8654","63","51","True","False","Research and Development","System.Byte[]",""
"118","111","886023130","45615666","Paul","Singh","R","False","Production Technician - WC20","17/08/2008 00:00:00","04/06/1990 00:00:00","AW\paul-singh","paul-singh@adventureworks.com","727-555-0112","M","Paul Singh","727-555-0112","False","M","1","14,0000","6","23","True","False","Production","System.Byte[]",""
"119","214","749211824","634335025","Frank","Lee","T","False","Production Technician - WC40","17/08/2008 00:00:00","06/04/1987 00:00:00","AW\frank-lee","frank-lee@adventureworks.com","158-555-0191","M","Frank Lee","158-555-0191","False","M","1","15,0000","56","48","True","False","Production","System.Byte[]",""
"120","44","643805155","441044382","François","Ajenstat","P","False","Database Administrator","17/08/2008 00:00:00","13/06/1980 00:00:00","AW\francois-ajenstat","francois-ajenstat@adventureworks.com","785-555-0110","S","François Ajenstat","785-555-0110","True","M","2","38,4615","67","53","True","False","Information Services","System.Byte[]",""
"121","16","92096924","233069302","Diane","Tibbott","H","False","Production Technician - WC50","18/08/2008 00:00:00","09/03/1989 00:00:00","AW\diane-tibbott","diane-tibbott@adventureworks.com","361-555-0180","S","Diane Tibbott","361-555-0180","False","F","1","11,0000","8","24","True","False","Production","System.Byte[]",""
"122","7","72636981","24756624","Jill","Williams","A","False","Marketing Specialist","18/08/2008 00:00:00","16/01/1979 00:00:00","AW\jill-williams","jill-williams@adventureworks.com","510-555-0121","M","Jill Williams","510-555-0121","False","F","2","14,4231","47","43","True","False","Marketing","System.Byte[]",""
"123","40","563680513","630184120","Angela","Barbariol","W","False","Production Technician - WC50","20/08/2008 00:00:00","29/12/1990 00:00:00","AW\angela-barbariol","angela-barbariol@adventureworks.com","150-555-0194","S","Angela Barbariol","150-555-0194","False","F","1","11,0000","92","66","True","False","Production","System.Byte[]",""
"124","87","584205124","521265716","Matthias","Berndt","T","False","Shipping and Receiving Clerk","20/08/2008 00:00:00","11/06/1973 00:00:00","AW\matthias-berndt","matthias-berndt@adventureworks.com","139-555-0120","M","Matthias Berndt","139-555-0120","False","M","2","9,5000","94","67","True","False","Shipping and Receiving","System.Byte[]",""
"125","9","458159238","309738752","Bryan","Baker","","False","Production Technician - WC60","21/08/2008 00:00:00","27/03/1973 00:00:00","AW\bryan-baker","bryan-baker@adventureworks.com","712-555-0113","S","Bryan Baker","712-555-0113","False","M","1","12,4500","35","37","True","False","Production","System.Byte[]",""
"126","23","712885347","277173473","Jeff","Hay","V","False","Production Supervisor - WC45","21/08/2008 00:00:00","15/08/1976 00:00:00","AW\jeff-hay","jeff-hay@adventureworks.com","350-555-0167","M","Jeff Hay","350-555-0167","False","M","2","25,0000","74","57","True","False","Production","System.Byte[]",""
"127","188","87268837","60114406","Eugene","Zabokritski","R","False","Production Technician - WC30","21/08/2008 00:00:00","12/02/1987 00:00:00","AW\eugene-zabokritski","eugene-zabokritski@adventureworks.com","241-555-0191","S","Eugene Zabokritski","241-555-0191","False","M","1","9,5000","33","36","True","False","Production","System.Byte[]",""
"128","186","969985265","862951447","Barbara","Decker","S","False","Production Technician - WC20","22/08/2008 00:00:00","29/07/1984 00:00:00","AW\barbara-decker","barbara-decker@adventureworks.com","119-555-0192","M","Barbara Decker","119-555-0192","False","F","1","14,0000","17","28","True","False","Production","System.Byte[]",""
"129","126","539490372","712885347","Chris","Preston","T","False","Production Technician - WC45","22/08/2008 00:00:00","16/07/1988 00:00:00","AW\chris-preston","chris-preston@adventureworks.com","200-555-0112","M","Chris Preston","200-555-0112","False","M","1","10,0000","76","58","True","False","Production","System.Byte[]",""
"130","92","242381745","345106466","Sean","Chai","N","False","Document Control Assistant","22/08/2008 00:00:00","10/10/1986 00:00:00","AW\sean-chai","sean-chai@adventureworks.com","205-555-0132","S","Sean Chai","205-555-0132","False","M","2","10,2500","78","59","True","False","Document Control","System.Byte[]",""
"131","44","929666391","441044382","Dan","Wilson","B","False","Database Administrator","22/08/2008 00:00:00","06/08/1975 00:00:00","AW\dan-wilson","dan-wilson@adventureworks.com","653-555-0144","M","Dan Wilson","653-555-0144","True","M","2","38,4615","66","53","True","False","Information Services","System.Byte[]",""
"132","18","948320468","446466105","Mark","McArthur","K","False","Production Technician - WC60","23/08/2008 00:00:00","25/04/1979 00:00:00","AW\mark-mcarthur","mark-mcarthur@adventureworks.com","417-555-0154","S","Mark McArthur","417-555-0154","False","M","1","12,4500","19","29","True","False","Production","System.Byte[]",""
"133","142","931190412","30845","Bryan","Walton","A","False","Accounts Receivable Specialist","24/08/2008 00:00:00","20/04/1984 00:00:00","AW\bryan-walton","bryan-walton@adventureworks.com","935-555-0199","S","Bryan Walton","935-555-0199","False","M","2","19,0000","62","51","True","False","Finance","System.Byte[]",""
"134","76","153288994","778552911","Houman","Pournasseh","N","False","Production Technician - WC50","25/08/2008 00:00:00","30/03/1971 00:00:00","AW\houman-pournasseh","houman-pournasseh@adventureworks.com","180-555-0136","M","Houman Pournasseh","180-555-0136","False","M","1","11,0000","3","21","True","False","Production","System.Byte[]",""
"135","46","981495526","685233686","Sairaj","Uddin","L","False","Scheduling Assistant","26/08/2008 00:00:00","22/07/1987 00:00:00","AW\sairaj-uddin","sairaj-uddin@adventureworks.com","500-555-0159","M","Sairaj Uddin","500-555-0159","False","M","2","16,0000","46","43","True","False","Production Control","System.Byte[]",""
"136","177","363996959","578935259","Michiko","Osada","F","False","Production Technician - WC30","26/08/2008 00:00:00","25/01/1982 00:00:00","AW\michiko-osada","michiko-osada@adventureworks.com","984-555-0148","S","Michiko Osada","984-555-0148","False","M","1","9,5000","44","42","True","False","Production","System.Byte[]",""
"137","188","585408256","60114406","Benjamin","Martin","R","False","Production Technician - WC30","27/08/2008 00:00:00","05/08/1985 00:00:00","AW\benjamin-martin","benjamin-martin@adventureworks.com","533-555-0111","S","Benjamin Martin","533-555-0111","False","M","1","9,5000","28","34","True","False","Production","System.Byte[]",""
"138","23","386315192","277173473","Cynthia","Randall","S","False","Production Supervisor - WC30","27/08/2008 00:00:00","18/03/1981 00:00:00","AW\cynthia-randall","cynthia-randall@adventureworks.com","352-555-0138","S","Cynthia Randall","352-555-0138","False","F","2","25,0000","69","54","True","False","Production","System.Byte[]",""
"139","201","167554340","332349500","Kathie","Flood","E","False","Production Technician - WC45","27/08/2008 00:00:00","01/06/1990 00:00:00","AW\kathie-flood","kathie-flood@adventureworks.com","446-555-0118","M","Kathie Flood","446-555-0118","False","F","1","10,0000","87","63","True","False","Production","System.Byte[]",""
"140","18","410742000","446466105","Britta","Simon","L","False","Production Technician - WC60","29/08/2008 00:00:00","28/04/1989 00:00:00","AW\britta-simon","britta-simon@adventureworks.com","955-555-0169","M","Britta Simon","955-555-0169","False","F","1","12,4500","14","27","True","False","Production","System.Byte[]",""
"141","214","746201340","634335025","Brian","Lloyd","T","False","Production Technician - WC40","29/08/2008 00:00:00","10/09/1976 00:00:00","AW\brian-lloyd","brian-lloyd@adventureworks.com","110-555-0182","S","Brian Lloyd","110-555-0182","False","M","1","15,0000","55","47","True","False","Production","System.Byte[]",""
"142","143","30845","184188301","David","Liu","J","False","Accounts Manager","30/08/2008 00:00:00","05/02/1983 00:00:00","SQLSERVER2017\LabUser","david-liu@adventureworks.com","646-555-0185","M","David Liu","646-555-0185","True","M","2","34,7356","57","48","True","False","Finance","System.Byte[]",""
"143","112","184188301","295847284","Laura","Norman","F","False","Chief Financial Officer","31/08/2008 00:00:00","06/08/1975 00:00:00","AW\laura-norman","laura-norman@adventureworks.com","615-555-0110","M","Laura Norman","615-555-0110","True","F","2","60,0962","0","20","True","False","Executive","System.Byte[]",""
"144","112","184188301","295847284","Laura","Norman","F","False","Chief Financial Officer","31/08/2008 00:00:00","06/08/1975 00:00:00","AW\laura-norman","laura-norman@adventureworks.com","615-555-0110","M","Laura Norman","615-555-0110","True","F","2","60,0962","0","20","True","False","Executive","System.Byte[]",""
"145","40","398737566","630184120","Michael","Patten","W","False","Production Technician - WC50","31/08/2008 00:00:00","01/12/1973 00:00:00","AW\michael-patten","michael-patten@adventureworks.com","441-555-0195","S","Michael Patten","441-555-0195","False","M","1","11,0000","98","69","True","False","Production","System.Byte[]",""
"146","138","764853868","386315192","Andy","Ruth","M","False","Production Technician - WC30","31/08/2008 00:00:00","20/05/1983 00:00:00","AW\andy-ruth","andy-ruth@adventureworks.com","118-555-0110","M","Andy Ruth","118-555-0110","False","M","1","9,5000","39","39","True","False","Production","System.Byte[]",""
"147","23","319472946","277173473","Yuhong","Li","L","False","Production Supervisor - WC20","01/09/2008 00:00:00","04/11/1976 00:00:00","AW\yuhong-li","yuhong-li@adventureworks.com","965-555-0155","M","Yuhong Li","965-555-0155","False","M","2","25,0000","41","40","True","False","Production","System.Byte[]",""
"148","163","456839592","551834634","Robert","Rounthwaite","J","False","Production Technician - WC45","02/09/2008 00:00:00","28/09/1984 00:00:00","AW\robert-rounthwaite","robert-rounthwaite@adventureworks.com","589-555-0147","S","Robert Rounthwaite","589-555-0147","False","M","1","10,0000","82","61","True","False","Production","System.Byte[]",""
"149","43","131471224","885055826","Andreas","Berglund","T","False","Quality Assurance Technician","02/09/2008 00:00:00","26/10/1988 00:00:00","AW\andreas-berglund","andreas-berglund@adventureworks.com","181-555-0124","M","Andreas Berglund","181-555-0124","False","M","2","10,5769","84","62","True","False","Quality Assurance","System.Byte[]",""
"150","188","259388196","60114406","Reed","Koch","T","False","Production Technician - WC30","02/09/2008 00:00:00","08/08/1988 00:00:00","AW\reed-koch","reed-koch@adventureworks.com","678-555-0110","M","Reed Koch","678-555-0110","False","M","1","9,5000","23","31","True","False","Production","System.Byte[]",""
"151","147","812797414","319472946","Linda","Randall","A","False","Production Technician - WC20","03/09/2008 00:00:00","05/05/1977 00:00:00","AW\linda-randall","linda-randall@adventureworks.com","696-555-0157","S","Linda Randall","696-555-0157","False","F","1","14,0000","12","26","True","False","Production","System.Byte[]",""
"152","112","519899904","295847284","James","Hamilton","R","False","Vice President of Production","03/09/2008 00:00:00","04/02/1988 00:00:00","AW\james-hamilton","james-hamilton@adventureworks.com","870-555-0122","S","James Hamilton","870-555-0122","True","M","2","84,1346","64","52","True","False","Production","System.Byte[]",""
"153","44","314747499","441044382","Ramesh","Meyyappan","V","False","Application Specialist","03/09/2008 00:00:00","12/10/1987 00:00:00","AW\ramesh-meyyappan","ramesh-meyyappan@adventureworks.com","182-555-0134","S","Ramesh Meyyappan","182-555-0134","True","M","2","27,4038","73","56","True","False","Information Services","System.Byte[]",""
"154","44","858323870","441044382","Stephanie","Conroy","A","False","Network Manager","04/09/2008 00:00:00","24/10/1983 00:00:00","AW\stephanie-conroy","stephanie-conroy@adventureworks.com","594-555-0110","S","Stephanie Conroy","594-555-0110","True","F","2","39,6635","68","54","True","False","Information Services","System.Byte[]",""
"155","111","25011600","45615666","Samantha","Smith","H","False","Production Technician - WC20","04/09/2008 00:00:00","22/06/1987 00:00:00","AW\samantha-smith","samantha-smith@adventureworks.com","587-555-0114","M","Samantha Smith","587-555-0114","False","F","1","14,0000","7","23","True","False","Production","System.Byte[]",""
"156","214","436757988","634335025","Tawana","Nusbaum","G","False","Production Technician - WC40","05/09/2008 00:00:00","10/06/1989 00:00:00","AW\tawana-nusbaum","tawana-nusbaum@adventureworks.com","368-555-0113","S","Tawana Nusbaum","368-555-0113","False","M","1","15,0000","50","45","True","False","Production","System.Byte[]",""
"157","16","652535724","233069302","Denise","Smith","H","False","Production Technician - WC50","05/09/2008 00:00:00","04/02/1988 00:00:00","AW\denise-smith","denise-smith@adventureworks.com","869-555-0119","M","Denise Smith","869-555-0119","False","F","1","11,0000","9","24","True","False","Production","System.Byte[]",""
"158","32","416679555","535145551","Hao","Chen","O","False","Human Resources Administrative Assistant","06/09/2008 00:00:00","15/11/1976 00:00:00","AW\hao-chen","hao-chen@adventureworks.com","806-555-0136","S","Hao Chen","806-555-0136","False","M","2","13,9423","52","46","True","False","Human Resources","System.Byte[]",""
"159","126","377784364","712885347","Alex","Nayberg","M","False","Production Technician - WC45","08/09/2008 00:00:00","11/11/1989 00:00:00","AW\alex-nayberg","alex-nayberg@adventureworks.com","819-555-0198","M","Alex Nayberg","819-555-0198","False","M","1","10,0000","77","58","True","False","Production","System.Byte[]",""
"160","9","66073987","309738752","Eugene","Kogan","O","False","Production Technician - WC60","08/09/2008 00:00:00","10/09/1975 00:00:00","AW\eugene-kogan","eugene-kogan@adventureworks.com","173-555-0179","S","Eugene Kogan","173-555-0179","False","M","1","12,4500","36","38","True","False","Production","System.Byte[]",""
"161","18","999440576","446466105","Brandon","Heidepriem","G","False","Production Technician - WC60","08/09/2008 00:00:00","10/08/1976 00:00:00","AW\brandon-heidepriem","brandon-heidepriem@adventureworks.com","429-555-0137","M","Brandon Heidepriem","429-555-0137","False","M","1","12,4500","22","31","True","False","Production","System.Byte[]",""
"162","3","134969118","509647174","Dylan","Miller","A","False","Research and Development Manager","08/09/2008 00:00:00","24/09/1986 00:00:00","AW\dylan-miller","dylan-miller@adventureworks.com","181-555-0156","M","Dylan Miller","181-555-0156","True","M","2","50,4808","61","50","True","False","Research and Development","System.Byte[]",""
"163","23","551834634","277173473","Shane","Kim","S","False","Production Supervisor - WC45","08/09/2008 00:00:00","22/12/1989 00:00:00","AW\shane-kim","shane-kim@adventureworks.com","810-555-0178","S","Shane Kim","810-555-0178","False","M","2","25,0000","75","57","True","False","Production","System.Byte[]",""
"164","186","305522471","862951447","John","Chen","Y","False","Production Technician - WC20","09/09/2008 00:00:00","03/11/1985 00:00:00","AW\john-chen","john-chen@adventureworks.com","201-555-0163","M","John Chen","201-555-0163","False","M","1","14,0000","18","29","True","False","Production","System.Byte[]",""
"165","92","260770918","345106466","Karen","Berge","R","False","Document Control Assistant","09/09/2008 00:00:00","25/07/1975 00:00:00","AW\karen-berge","karen-berge@adventureworks.com","746-555-0164","M","Karen Berge","746-555-0164","False","F","2","10,2500","79","59","True","False","Document Control","System.Byte[]",""
"166","18","788456780","446466105","Jose","Lugo","R","False","Production Technician - WC60","10/09/2008 00:00:00","29/02/1984 00:00:00","AW\jose-lugo","jose-lugo@adventureworks.com","587-555-0115","M","Jose Lugo","587-555-0115","False","M","1","12,4500","20","30","True","False","Production","System.Byte[]",""
"167","76","370581729","778552911","Mandar","Samant","H","False","Production Technician - WC50","10/09/2008 00:00:00","19/10/1985 00:00:00","AW\mandar-samant","mandar-samant@adventureworks.com","140-555-0132","S","Mandar Samant","140-555-0132","False","M","1","11,0000","0","20","True","False","Production","System.Byte[]",""
"168","278","603686790","895209680","Mikael","Sandberg","Q","False","Buyer","10/09/2008 00:00:00","17/03/1984 00:00:00","AW\mikael-sandberg","mikael-sandberg@adventureworks.com","309-555-0170","S","Mikael Sandberg","309-555-0170","False","M","2","18,2692","59","49","True","False","Purchasing","System.Byte[]",""
"169","76","152085091","778552911","Sameer","Tejani","A","False","Production Technician - WC50","11/09/2008 00:00:00","24/01/1978 00:00:00","AW\sameer-tejani","sameer-tejani@adventureworks.com","990-555-0172","M","Sameer Tejani","990-555-0172","False","M","1","11,0000","4","22","True","False","Production","System.Byte[]",""
"170","142","663843431","30845","Dragan","Tomic","K","False","Accounts Payable Specialist","11/09/2008 00:00:00","14/09/1976 00:00:00","AW\dragan-tomic","dragan-tomic@adventureworks.com","117-555-0185","M","Dragan Tomic","117-555-0185","False","M","2","19,0000","63","51","True","False","Finance","System.Byte[]",""
"171","177","227319668","578935259","Carol","Philips","M","False","Production Technician - WC30","12/09/2008 00:00:00","17/05/1988 00:00:00","AW\carol-philips","carol-philips@adventureworks.com","609-555-0153","M","Carol Philips","609-555-0153","False","F","1","9,5000","45","42","True","False","Production","System.Byte[]",""
"172","89","578953538","750905084","Rob","Caron","T","False","Production Technician - WC40","13/09/2008 00:00:00","04/03/1973 00:00:00","AW\rob-caron","rob-caron@adventureworks.com","238-555-0116","S","Rob Caron","238-555-0116","False","M","1","15,0000","71","55","True","False","Production","System.Byte[]",""
"173","40","222400012","630184120","Don","Hall","L","False","Production Technician - WC50","13/09/2008 00:00:00","11/01/1971 00:00:00","AW\don-hall","don-hall@adventureworks.com","100-555-0174","M","Don Hall","100-555-0174","False","M","1","11,0000","88","64","True","False","Production","System.Byte[]",""
"174","46","470689086","685233686","Alan","Brewer","J","False","Scheduling Assistant","13/09/2008 00:00:00","28/10/1983 00:00:00","AW\alan-brewer","alan-brewer@adventureworks.com","438-555-0172","M","Alan Brewer","438-555-0172","False","M","2","16,0000","47","43","True","False","Production Control","System.Byte[]",""
"175","188","860123571","60114406","David","Lawrence","Oliver","False","Production Technician - WC30","14/09/2008 00:00:00","23/04/1985 00:00:00","SQLSERVER2017\LabUser","david-lawrence@adventureworks.com","118-555-0177","M","David Lawrence","118-555-0177","False","M","1","9,5000","29","34","True","False","Production","System.Byte[]",""
"176","89","273260055","750905084","Baris","Cetinok","F","False","Production Technician - WC40","15/09/2008 00:00:00","07/05/1990 00:00:00","AW\baris-cetinok","baris-cetinok@adventureworks.com","164-555-0114","S","Baris Cetinok","164-555-0114","False","M","1","15,0000","72","56","True","False","Production","System.Byte[]",""
"177","23","578935259","277173473","Michael","Ray","Sean","False","Production Supervisor - WC30","15/09/2008 00:00:00","29/08/1988 00:00:00","AW\michael-ray","michael-ray@adventureworks.com","156-555-0199","S","Michael Ray","156-555-0199","False","M","2","25,0000","70","55","True","False","Production","System.Byte[]",""
"178","20","752513276","494170342","Steve","Masters","F","False","Production Technician - WC60","15/09/2008 00:00:00","04/11/1990 00:00:00","AW\steve-masters","steve-masters@adventureworks.com","712-555-0170","S","Steve Masters","712-555-0170","False","M","1","12,4500","31","35","True","False","Production","System.Byte[]",""
"179","18","754372876","446466105","Suchitra","Mohan","O","False","Production Technician - WC60","16/09/2008 00:00:00","08/01/1987 00:00:00","AW\suchitra-mohan","suchitra-mohan@adventureworks.com","753-555-0129","M","Suchitra Mohan","753-555-0129","False","F","1","12,4500","15","27","True","False","Production","System.Byte[]",""
"180","44","58317344","441044382","Karen","Berg","A","False","Application Specialist","16/09/2008 00:00:00","17/12/1977 00:00:00","AW\karen-berg","karen-berg@adventureworks.com","654-555-0177","S","Karen Berg","654-555-0177","True","F","2","27,4038","74","57","True","False","Information Services","System.Byte[]",""
"181","147","404159499","319472946","Terrence","Earls","W","False","Production Technician - WC20","16/09/2008 00:00:00","08/07/1984 00:00:00","AW\terrence-earls","terrence-earls@adventureworks.com","110-555-0115","S","Terrence Earls","110-555-0115","False","M","1","14,0000","13","26","True","False","Production","System.Byte[]",""
"182","142","363910111","30845","Barbara","Moreland","C","False","Accountant","18/09/2008 00:00:00","04/08/1975 00:00:00","AW\barbara-moreland","barbara-moreland@adventureworks.com","822-555-0145","M","Barbara Moreland","822-555-0145","True","F","2","26,4423","58","49","True","False","Finance","System.Byte[]",""
"183","40","599942664","630184120","Chad","Niswonger","W","False","Production Technician - WC50","18/09/2008 00:00:00","04/03/1990 00:00:00","AW\chad-niswonger","chad-niswonger@adventureworks.com","559-555-0175","M","Chad Niswonger","559-555-0175","False","M","1","11,0000","99","69","True","False","Production","System.Byte[]",""
"184","138","993310268","386315192","Rostislav","Shabalin","E","False","Production Technician - WC30","19/09/2008 00:00:00","13/04/1977 00:00:00","AW\rostislav-shabalin","rostislav-shabalin@adventureworks.com","751-555-0134","M","Rostislav Shabalin","751-555-0134","False","M","1","9,5000","40","40","True","False","Production","System.Byte[]",""
"185","201","20244403","332349500","Belinda","Newman","M","False","Production Technician - WC45","20/09/2008 00:00:00","15/10/1974 00:00:00","AW\belinda-newman","belinda-newman@adventureworks.com","319-555-0126","S","Belinda Newman","319-555-0126","False","F","1","10,0000","83","61","True","False","Production","System.Byte[]",""
"186","23","862951447","277173473","Katie","McAskill-White","L","False","Production Supervisor - WC20","20/09/2008 00:00:00","18/06/1984 00:00:00","AW\katie-mcaskill-white","katie-mcaskill-white@adventureworks.com","809-555-0133","S","Katie McAskill-White","809-555-0133","False","F","2","25,0000","42","41","True","False","Production","System.Byte[]",""
"187","188","551346974","60114406","Russell","King","M","False","Production Technician - WC30","21/09/2008 00:00:00","11/09/1981 00:00:00","AW\russell-king","russell-king@adventureworks.com","517-555-0122","M","Russell King","517-555-0122","False","M","1","9,5000","24","32","True","False","Production","System.Byte[]",""
